loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2024-11-19T10:42:58.177-05:00,39,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.157545,0.66473388671875,18.79341125488281,-38.46808242797852,354.2489929199219,359.2748718261719,11.99135494232178,808416.11375,0.1233367919921875,-0.23870849609375,-0.9488067626953125,808416.11375,0.301410436630249,-0.5095375180244446,-0.5020625591278076,808416.0885650001,-7.577056884765625,14.03143310546875,-32.57412719726562,808416.0615790001,0.4846571295150456,0.1111142559337986,0.08118194110675421,0.2723161280155182,-0.1868038475513458,-0.2856703698635101,-0.004990734159946442,-0.09629052132368088,0.05115270614624023,XArbitraryCorrectedZVertical,0.02601950876255343,0.06358437514886768,0.2415837192523117,0.9679448520165818,0.1105205565690994,-0.08109279721975327,-0.990559995174408,1.173779964447021,19.13431167602539,-37.90599822998047,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.212-05:00,40,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.19726,-0.306462287902832,18.60482406616211,-38.52474975585938,355.4411315917969,0.4670121669769287,11.99137306213379,808416.1472880001,0.12310791015625,-0.27288818359375,-1.030181884765625,808416.1472880001,0.3674680292606354,-0.7699155807495117,-0.6044166684150696,808416.1489670001,-9.286178588867188,13.39910888671875,-33.10237121582031,808416.1212030001,0.4579060771936227,0.09121550140819699,0.09709545126897232,0.3078725636005402,-0.5478317141532898,-0.5345122218132019,0.0186234638094902,-0.1674765050411224,0.004381656646728516,XArbitraryCorrectedZVertical,0.03687787075977561,0.05535240387670329,0.2286096743981426,0.9712433225797906,0.09066002815961838,-0.0969429612159729,-0.991152286529541,0.04432392120361328,18.50870132446289,-38.67694091796875,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.247-05:00,41,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.236936,-1.791154861450195,18.15663146972656,-39.03140640258789,357.2589721679688,2.284848213195801,11.9691801071167,808416.1808270001,0.133758544921875,-0.2391815185546875,-1.112701416015625,808416.1808270001,0.2499925345182419,-1.012226819992065,-0.6065937876701355,808416.1791640001,-10.70724487304688,13.41676330566406,-33.34527587890625,808416.1212030001,0.4579060771936227,0.09121550140819699,0.09709545126897232,0.3078725636005402,-0.5478317141532898,-0.5345122218132019,0.0186234638094902,-0.1674765050411224,0.004381656646728516,XArbitraryCorrectedZVertical,0.03687787075977561,0.05535240387670329,0.2286096743981426,0.9712433225797906,0.09066002815961838,-0.0969429612159729,-0.991152286529541,0.04432392120361328,18.50870132446289,-38.67694091796875,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.285-05:00,42,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.276873,-3.724267959594727,18.05105018615723,-39.38317108154297,359.106689453125,4.132571220397949,11.94799327850342,808416.214364,-0.074951171875,-0.3158721923828125,-1.385101318359375,808416.214364,0.3613576591014862,-0.3411788940429688,-0.8253788352012634,808416.209363,-12.18595886230469,13.26797485351562,-33.46353149414062,808416.1808270001,0.4126883925355581,0.04755495518279064,0.1143755068580087,0.2499808669090271,-1.010180354118347,-0.6054065823554993,0.07542374730110168,-0.1268556714057922,-0.133435070514679,XArbitraryCorrectedZVertical,0.05106510155679523,0.03493994324587597,0.2058203568551168,0.9766317074989347,0.0472264364361763,-0.1141262948513031,-0.9923431277275085,-2.276749610900879,18.16264724731445,-39.21649551391602,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.324-05:00,43,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.316474,-4.941018104553223,17.48796463012695,-39.71842193603516,1.51795482635498,6.543829917907715,11.92776012420654,808416.2479030001,-0.0610809326171875,-0.106475830078125,-1.120010375976562,808416.2479030001,0.1748016327619553,-0.6619390845298767,-0.9243839979171753,808416.23956,-12.89527893066406,12.77372741699219,-33.71717834472656,808416.24045,0.3567600654374892,0.01792180352418536,0.1310487888741246,0.2269507497549057,-0.6744709014892578,-0.9456615447998047,-0.07448405772447586,0.001401647925376892,-0.08408170938491821,XArbitraryCorrectedZVertical,0.062849412197776,0.0204172449056563,0.1776250904759016,0.9818769655272932,0.01776717975735664,-0.1306740045547485,-0.9912661910057068,-4.493425369262695,17.60195922851562,-39.59632873535156,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.346-05:00,44,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.336324,-5.713076591491699,17.41123580932617,-39.6933479309082,2.704242706298828,7.730117797851562,11.91797733306885,808416.2814407917,-0.2025604248046875,-0.06964111328125,-1.187652587890625,808416.2814407917,-0.009585515595972538,-0.5424576997756958,-0.9289821982383728,808416.269758,-14.21804809570312,12.72425842285156,-33.78007507324219,808416.24045,0.3567600654374892,0.01792180352418536,0.1310487888741246,0.2269507497549057,-0.6744709014892578,-0.9456615447998047,-0.07448405772447586,0.001401647925376892,-0.08408170938491821,XArbitraryCorrectedZVertical,0.062849412197776,0.0204172449056563,0.1776250904759016,0.9818769655272932,0.01776717975735664,-0.1306740045547485,-0.9912661910057068,-4.493425369262695,17.60195922851562,-39.59632873535156,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.381-05:00,45,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.37615,-7.112754821777344,17.61455917358398,-39.837158203125,5.249731063842773,10.27560615539551,11.8990421295166,808416.3149797918,-0.2566986083984375,-0.046844482421875,-1.105712890625,808416.3149797918,0.2098437696695328,-0.6710441708564758,-1.133463144302368,808416.2999587917,-15.10598754882812,12.807373046875,-33.93930053710938,808416.3000737918,0.2930232752519455,-0.009078578033668924,0.1344872911272656,0.009297177195549011,-0.5232487916946411,-1.059343218803406,-0.2333283275365829,0.07495453953742981,-0.1701424121856689,XArbitraryCorrectedZVertical,0.06713360120537351,0.005328779837141165,0.1453548750732487,0.9870848487235722,-0.008996476419270039,-0.134082242846489,-0.9909293651580811,-6.627657890319824,17.50299263000488,-39.80646896362305,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.411-05:00,46,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.395997,-7.91596508026123,17.28586578369141,-39.91941833496094,6.633260726928711,11.65913581848145,11.88987445831299,808416.3485167917,-0.162445068359375,-0.11328125,-1.061569213867188,808416.3485167917,0.9422492980957031,-0.5204847455024719,-0.9706225991249084,808416.3301577917,-16.58534240722656,12.46180725097656,-33.98895263671875,808416.3000737918,0.2930232752519455,-0.009078578033668924,0.1344872911272656,0.009297177195549011,-0.5232487916946411,-1.059343218803406,-0.2333283275365829,0.07495453953742981,-0.1701424121856689,XArbitraryCorrectedZVertical,0.06713360120537351,0.005328779837141165,0.1453548750732487,0.9870848487235722,-0.008996476419270039,-0.134082242846489,-0.9909293651580811,-6.627657890319824,17.50299263000488,-39.80646896362305,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.446-05:00,47,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.43575,-9.180055618286133,15.65072059631348,-40.58271026611328,9.139413833618164,14.1652889251709,11.87210273742676,808416.3820557917,-0.08660888671875,-0.2111053466796875,-0.860443115234375,808416.3820557917,0.9449753165245056,0.4680899679660797,-0.6319851875305176,808416.3603567918,-17.72261047363281,11.20779418945312,-34.48239135742188,808416.3596967917,0.2251517436245327,-0.03743015091850923,0.1693352347555603,0.9894291162490845,-0.1841735541820526,-0.8825845122337341,-0.07673074305057526,-0.004263296723365784,0.02715134620666504,XArbitraryCorrectedZVertical,0.08611124536312402,-0.009030523908439404,0.110343667791681,0.9901148843919471,-0.03688617423176765,-0.1685271263122559,-0.9850066304206848,-9.127301216125488,16.1168155670166,-40.32332229614258,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.483-05:00,48,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.475327,-8.985734939575195,14.13265419006348,-41.24629974365234,10.51748275756836,15.54335784912109,11.85503673553467,808416.4155937918,-0.0150604248046875,-0.2605133056640625,-0.73651123046875,808416.4155937918,0.7576994299888611,0.1993208229541779,-0.3595089018344879,808416.3905527918,-17.7515869140625,10.05166625976562,-35.19712829589844,808416.3596967917,0.2251517436245327,-0.03743015091850923,0.1693352347555603,0.9894291162490845,-0.1841735541820526,-0.8825845122337341,-0.07673074305057526,-0.004263296723365784,0.02715134620666504,XArbitraryCorrectedZVertical,0.08611124536312402,-0.009030523908439404,0.110343667791681,0.9901148843919471,-0.03688617423176765,-0.1685271263122559,-0.9850066304206848,-9.127301216125488,16.1168155670166,-40.32332229614258,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.525-05:00,49,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.515288,-9.355470657348633,13.32192230224609,-41.4906005859375,11.30897331237793,16.33484840393066,11.83862495422363,808416.4491327917,0.0267486572265625,-0.2257537841796875,-0.5939788818359375,808416.4491327917,0.07088030129671097,-0.5915805101394653,-0.135293647646904,808416.4509527917,-17.98007202148438,8.528762817382812,-35.71195983886719,808416.4193207917,0.1860540991921831,-0.01149709309345163,0.224645256337596,0.6918895840644836,0.1008834838867188,-0.3245947957038879,0.01697580516338348,-0.02905513346195221,0.2771158814430237,XArbitraryCorrectedZVertical,0.1121307301575028,0.004724289304115833,0.09166449080245442,0.9894452957300877,-0.01120796054601669,-0.2227605432271957,-0.9748087525367737,-9.001131057739258,13.76063919067383,-41.23446273803711,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.545-05:00,50,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.535084,-9.694133758544922,13.2697057723999,-41.41088485717773,11.65947532653809,16.68535041809082,11.83064270019531,808416.4826707917,-0.078857421875,-0.187652587890625,-0.71466064453125,808416.4826707917,-0.08863452821969986,-0.2496947795152664,-0.1976446360349655,808416.4811527918,-18.46527099609375,8.675796508789062,-35.70240783691406,808416.4193207917,0.1860540991921831,-0.01149709309345163,0.224645256337596,0.6918895840644836,0.1008834838867188,-0.3245947957038879,0.01697580516338348,-0.02905513346195221,0.2771158814430237,XArbitraryCorrectedZVertical,0.1121307301575028,0.004724289304115833,0.09166449080245442,0.9894452957300877,-0.01120796054601669,-0.2227605432271957,-0.9748087525367737,-9.001131057739258,13.76063919067383,-41.23446273803711,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.580-05:00,51,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.574945,-9.825775146484375,13.38995265960693,-41.54526519775391,12.29957962036133,17.32545471191406,11.81513786315918,808416.5162087918,-0.06353759765625,-0.1962890625,-0.778961181640625,808416.5162087918,0.1792786717414856,0.2643815875053406,-0.2461242824792862,808416.5113537917,-18.31752014160156,8.580276489257812,-35.82630920410156,808416.4789447917,0.1699178000614732,-0.0335692417682642,0.2345145871776146,-0.1014227867126465,-0.347858726978302,-0.1927442401647568,-0.04685403779149055,0.0435434877872467,0.2615995407104492,XArbitraryCorrectedZVertical,0.1179648383166365,-0.006682574625994476,0.08230573004463904,0.9895784153389067,-0.03264422714710236,-0.2323708832263947,-0.9720792770385742,-9.875741958618164,13.40232849121094,-41.50065994262695,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.615-05:00,52,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.594722,-9.681777954101562,13.14812755584717,-41.66618347167969,12.62303733825684,17.64891242980957,11.80760478973389,808416.5497467917,-0.1123046875,-0.2625579833984375,-0.760162353515625,808416.5497467917,0.1697861105203629,0.0002729740226641297,-0.4573800563812256,808416.5415517917,-18.52432250976562,8.365676879882812,-35.99603271484375,808416.5385677917,0.1514795384288316,-0.0239873716860753,0.2411436286097854,0.2408154159784317,0.0440421923995018,-0.3527593314647675,-0.07073356211185455,0.01164057850837708,0.2102575302124023,XArbitraryCorrectedZVertical,0.120827355292241,-0.002771583338568742,0.07367420083007836,0.9899319091906459,-0.02329107560217381,-0.2388133257627487,-0.9707861542701721,-9.893815994262695,13.14846515655518,-41.74849700927734,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.649-05:00,53,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.634628,-9.838302612304688,12.92346000671387,-42.04983520507812,13.71526908874512,18.74114418029785,11.79656887054443,808416.5832857917,-0.0462493896484375,-0.3160400390625,-0.9664459228515625,808416.5832857917,0.1578705906867981,1.09956431388855,-0.6210629940032959,808416.5717497917,-18.30520629882812,7.849624633789062,-36.40176391601562,808416.5385677917,0.1514795384288316,-0.0239873716860753,0.2411436286097854,0.2408154159784317,0.0440421923995018,-0.3527593314647675,-0.07073356211185455,0.01164057850837708,0.2102575302124023,XArbitraryCorrectedZVertical,0.120827355292241,-0.002771583338568742,0.07367420083007836,0.9899319091906459,-0.02329107560217381,-0.2388133257627487,-0.9707861542701721,-9.893815994262695,13.14846515655518,-41.74849700927734,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.685-05:00,54,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.67439,-8.305080413818359,12.55788993835449,-42.27872467041016,14.74822425842285,19.77409934997559,11.78231716156006,808416.6168237918,0.2219085693359375,-0.3480987548828125,-1.133560180664062,808416.6168237918,0.6001417636871338,1.853676199913025,-0.2389457374811172,808416.6019507917,-16.57264709472656,7.70123291015625,-36.53596496582031,808416.5981917917,0.1153721687206095,0.01907934404759126,0.2513872567392769,0.3918535709381104,1.750257134437561,-0.5209421515464783,0.06204212456941605,-0.07208333909511566,-0.1482614874839783,XArbitraryCorrectedZVertical,0.1246030557971431,0.01667588658465971,0.05839057663444525,0.9903465858122309,0.0184785258024931,-0.248747855424881,-0.968392014503479,-9.112564086914062,12.78926849365234,-42.17671966552734,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.723-05:00,55,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.714001,-5.257901191711426,11.57849884033203,-42.66364288330078,14.4669189453125,19.49279403686523,11.76855754852295,808416.6503617917,0.335174560546875,-0.3544769287109375,-0.9562225341796875,808416.6503617917,-0.01252351514995098,0.6747832298278809,0.3297067880630493,808416.6321507917,-14.26737976074219,6.898544311523438,-36.82717895507812,808416.5981917917,0.1153721687206095,0.01907934404759126,0.2513872567392769,0.3918535709381104,1.750257134437561,-0.5209421515464783,0.06204212456941605,-0.07208333909511566,-0.1482614874839783,XArbitraryCorrectedZVertical,0.1246030557971431,0.01667588658465971,0.05839057663444525,0.9903465858122309,0.0184785258024931,-0.248747855424881,-0.968392014503479,-9.112564086914062,12.78926849365234,-42.17671966552734,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.749-05:00,56,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.733832,-4.679232597351074,11.75834274291992,-42.63735580444336,14.0013542175293,19.02722930908203,11.76184844970703,808416.6838997917,0.137420654296875,-0.294342041015625,-1.1104736328125,808416.6838997917,-0.5424920320510864,0.05819086730480194,0.275896817445755,808416.6623517917,-13.2447509765625,7.115615844726562,-36.76518249511719,808416.6578147917,0.1099722397055862,0.1024835366651332,0.2734324011613977,-0.2136071473360062,0.4428620040416718,0.374133825302124,0.1964335441589355,-0.06263411045074463,-0.001644372940063477,XArbitraryCorrectedZVertical,0.1331174218979103,0.0581452125553401,0.06134429730512861,0.9874896506665193,0.09850360453128815,-0.2700379192829132,-0.9577977657318115,-4.910151481628418,11.58645057678223,-42.53380966186523,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.783-05:00,57,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.773551,-4.078341484069824,12.31864738464355,-42.55372619628906,13.30154991149902,18.32742500305176,11.7487621307373,808416.7174387918,0.1678924560546875,-0.20477294921875,-1.239822387695312,808416.7174387918,-0.4514196515083313,0.475093275308609,0.3665910363197327,808416.6925537917,-12.80360412597656,7.545562744140625,-36.73834228515625,808416.6578147917,0.1099722397055862,0.1024835366651332,0.2734324011613977,-0.2136071473360062,0.4428620040416718,0.374133825302124,0.1964335441589355,-0.06263411045074463,-0.001644372940063477,XArbitraryCorrectedZVertical,0.1331174218979103,0.0581452125553401,0.06134429730512861,0.9874896506665193,0.09850360453128815,-0.2700379192829132,-0.9577977657318115,-4.910151481628418,11.58645057678223,-42.53380966186523,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
2024-11-19T10:42:58.813-05:00,58,1732030977.999769,32.47048674965561,-84.99457331571188,75.03535,0.9591792,1.549543,331.8308360064791,130.9038000959596,14.63536309107131,54.38138745611624,-9999,1732030978.793419,-3.59144115447998,12.78729629516602,-42.39181137084961,12.80678749084473,17.83266258239746,11.74236869812012,808416.7509767917,0.218536376953125,-0.1489715576171875,-1.216934204101562,808416.7509767917,-0.4692322015762329,0.6016970276832581,0.6855961680412292,808416.7227557917,-12.12945556640625,8.1402587890625,-36.47805786132812,808416.7174387918,0.1304942369654924,0.1103221401115194,0.2470062672857995,-0.4514318406581879,0.4771398305892944,0.367777407169342,0.07207616418600082,0.04496310651302338,-0.2758853435516357,XArbitraryCorrectedZVertical,0.1191729723810186,0.06261658127618827,0.07138316348596643,0.9883224613783006,0.1067568585276604,-0.2445021867752075,-0.9637539386749268,-3.874101638793945,12.62213897705078,-42.39189147949219,-1,2,808403.3245073751,unknown,2,2024-11-19T10:42:45.543-05:00,2024-11-19T10:15:12.891-05:00,29,2.09174,0,0,19.98,0,0,2024-11-19T10:39:57.640-05:00,808413.258883,0,3.244766,100.2623,1732030976.921402,192.168.1.64,192.0.0.2,my_iOS_device,0,1,1732030976.907822,1,0.85,0
